satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_with_company,involved_in_accident,left_company,promoted_last_5_years,department,salary_level
17.0,56.99999999999999,4,116,3,0,0,0,sales,medium
97.0,96.0,5,210,6,1,0,0,technical,low
77.0,67.0,5,207,2,0,0,0,sales,low
37.0,52.0,2,141,3,0,1,0,sales,low
59.0,54.0,4,210,3,0,0,0,sales,low
51.0,69.0,3,212,3,0,0,0,sales,low
50.0,95.0,5,194,3,0,0,0,sales,low
65.0,90.0,6,217,4,1,0,1,RandD,medium
61.0,47.0,2,253,3,0,1,0,sales,low
11.0,84.0,6,298,4,0,1,0,sales,low
75.0,89.0,6,250,2,0,0,0,marketing,medium
89.0,90.0,3,240,3,0,0,0,sales,high
59.0,72.0,4,168,4,0,0,0,management,medium
64.0,91.0,5,246,3,0,0,0,hr,low
56.00000000000001,47.0,5,185,4,0,0,0,product_mng,medium
67.0,52.0,4,207,3,0,0,0,IT,medium
52.0,91.0,5,193,2,0,0,0,support,low
55.00000000000001,64.0,3,101,2,1,0,0,sales,medium
77.0,89.0,4,270,5,0,1,0,sales,medium
83.0,77.0,3,232,2,1,0,0,sales,medium
91.0,60.0,5,150,3,0,0,0,product_mng,medium
83.0,84.0,4,206,2,0,0,0,sales,medium
39.0,50.0,4,294,3,0,1,0,technical,low
14.000000000000002,77.0,4,166,5,0,0,0,sales,low
68.0,44.0,5,165,3,0,0,0,RandD,medium
90.0,55.00000000000001,3,260,3,0,0,0,sales,medium
74.0,85.0,2,189,3,0,0,0,support,low
95.0,57.99999999999999,4,131,5,0,0,0,support,low
77.0,57.99999999999999,2,247,2,1,0,0,RandD,medium
97.0,55.00000000000001,4,166,3,1,0,0,accounting,high
81.0,85.0,4,134,10,1,0,0,management,medium
92.0,65.0,4,260,2,0,0,0,hr,low
56.99999999999999,65.0,3,163,2,0,0,0,support,low
75.0,96.0,3,252,3,0,0,0,technical,medium
29.0,48.0,2,116,6,1,0,0,hr,low
55.00000000000001,40.0,3,139,8,0,0,1,hr,medium
87.0,50.0,3,269,3,0,0,0,marketing,medium
85.0,55.00000000000001,3,137,3,1,0,0,sales,low
89.0,65.0,5,195,6,0,1,0,support,low
16.0,95.0,6,117,7,0,0,0,sales,medium
100.0,55.00000000000001,4,186,4,1,0,0,technical,medium
63.0,52.0,5,209,8,1,0,0,RandD,low
82.0,84.0,5,244,5,0,1,0,sales,low
49.0,78.0,3,264,4,0,0,0,accounting,low
25.0,96.0,6,217,4,0,0,0,marketing,low
52.0,38.0,2,103,3,0,0,0,support,medium
39.0,53.0,2,141,3,0,1,0,sales,medium
60.0,85.0,3,172,2,0,0,0,sales,low
41.0,56.99999999999999,3,193,3,1,0,0,IT,medium
83.0,88.0,3,223,3,1,0,0,sales,low
63.0,61.0,3,234,3,1,0,0,technical,medium
63.0,86.0,3,269,4,0,0,0,support,low
89.0,69.0,4,137,3,0,0,0,sales,medium
87.0,67.0,5,143,3,0,0,0,sales,medium
38.0,50.0,2,132,3,0,1,0,accounting,low
28.000000000000004,37.0,3,164,4,1,0,0,accounting,low
82.0,53.0,4,162,3,1,0,0,technical,low
92.0,60.0,5,236,3,1,0,1,sales,medium
52.0,65.0,4,264,3,0,0,0,product_mng,medium
67.0,60.0,5,253,6,0,0,0,sales,medium
76.0,69.0,4,253,3,0,0,0,IT,low
71.0,69.0,2,172,3,0,0,0,technical,medium
69.0,56.99999999999999,5,227,4,0,0,0,IT,low
70.0,87.0,4,252,2,1,0,0,support,low
41.0,48.0,2,126,3,0,1,0,technical,low
77.0,81.0,4,164,3,0,0,0,technical,high
88.0,71.0,4,250,3,0,0,0,RandD,medium
71.0,54.0,4,198,3,0,0,0,IT,low
56.99999999999999,97.0,5,126,5,0,0,0,sales,medium
69.0,73.0,4,257,10,1,0,0,sales,medium
93.0,68.0,3,137,3,1,0,0,sales,medium
65.0,63.0,4,199,2,0,0,0,technical,medium
24.0,74.0,3,269,4,1,0,0,support,medium
41.0,54.0,2,152,3,0,1,0,sales,medium
18.0,56.99999999999999,6,238,6,1,0,0,marketing,low
16.0,42.0,3,182,3,1,0,0,product_mng,low
37.0,41.0,2,146,2,0,0,0,support,medium
41.0,52.0,2,132,3,0,1,0,RandD,low
81.0,88.0,5,242,5,0,1,0,support,medium
10.0,93.0,6,253,4,0,1,0,IT,medium
16.0,54.0,5,206,5,0,0,0,sales,medium
39.0,55.00000000000001,2,159,3,0,1,0,technical,high
73.0,56.99999999999999,3,146,2,0,0,0,product_mng,low
9.0,82.0,6,250,4,0,1,0,support,low
82.0,88.0,4,171,2,0,0,0,product_mng,low
83.0,64.0,2,192,2,0,0,0,sales,low
91.0,82.0,3,183,3,0,0,0,technical,medium
85.0,100.0,4,234,5,0,1,0,hr,low
81.0,81.0,5,215,2,0,0,0,sales,low
66.0,70.0,4,161,3,0,0,0,RandD,low
39.0,75.0,5,286,5,0,0,0,IT,low
97.0,74.0,3,134,3,1,0,0,marketing,high
48.0,94.0,4,231,4,0,0,0,marketing,medium
53.0,59.0,4,265,2,0,0,0,support,medium
64.0,81.0,2,226,2,0,0,0,IT,medium
83.0,78.0,3,165,3,1,0,0,sales,medium
22.0,94.0,3,193,10,0,0,1,management,high
26.0,45.0,2,157,3,0,0,0,accounting,medium
83.0,53.0,3,186,4,0,0,0,sales,medium
16.0,68.0,5,149,7,1,0,0,sales,medium
62.0,61.0,3,266,2,0,0,0,management,high
12.0,61.0,6,257,3,0,0,0,sales,medium
74.0,75.0,2,137,3,1,0,0,sales,low
37.0,52.0,2,143,3,0,1,0,marketing,low
37.0,45.0,6,100,5,1,0,0,sales,medium
10.0,79.0,6,275,4,0,1,0,management,low
88.0,57.99999999999999,2,123,4,0,0,0,sales,low
92.0,68.0,4,138,7,0,0,0,sales,medium
98.0,68.0,3,203,3,0,0,0,hr,medium
81.0,81.0,5,250,4,0,0,1,sales,medium
23.0,84.0,5,131,5,0,0,0,sales,low
45.0,63.0,5,111,5,0,0,0,management,medium
45.0,47.0,2,150,3,0,1,0,sales,low
43.0,44.0,5,213,3,0,0,0,sales,low
45.0,54.0,2,129,3,0,1,0,marketing,high
35.0,78.0,5,275,4,0,0,0,marketing,low
85.0,90.0,5,202,3,0,0,0,IT,low
98.0,54.0,5,260,3,0,0,0,support,medium
95.0,37.0,4,285,3,0,0,0,management,low
92.0,99.0,3,176,8,0,0,0,sales,medium
38.0,55.00000000000001,2,147,3,0,1,0,sales,low
62.0,57.99999999999999,3,192,2,0,0,0,IT,low
74.0,89.0,5,182,2,0,0,0,hr,low
73.0,66.0,3,244,3,0,0,0,accounting,low
72.0,91.0,3,239,2,0,0,0,management,medium
49.0,62.0,4,161,2,0,0,0,IT,medium
72.0,79.0,4,154,3,0,0,0,IT,medium
57.99999999999999,99.0,3,207,10,0,0,0,technical,low
84.0,68.0,3,231,3,0,0,0,product_mng,low
79.0,87.0,5,261,5,0,1,0,sales,low
64.0,81.0,3,225,3,1,0,0,technical,low
97.0,64.0,3,237,3,0,0,0,IT,medium
52.0,89.0,3,188,6,0,0,0,marketing,medium
40.0,51.0,2,139,3,0,1,0,support,low
55.00000000000001,60.0,3,180,4,0,1,0,technical,medium
84.0,57.99999999999999,4,180,2,0,0,0,sales,low
56.99999999999999,65.0,5,177,2,0,0,0,IT,high
75.0,85.0,5,240,6,1,1,0,marketing,medium
21.0,85.0,6,235,6,0,0,0,RandD,low
92.0,51.0,5,214,3,0,0,0,hr,low
98.0,53.0,5,238,3,0,0,0,technical,medium
78.0,70.0,4,139,3,0,0,0,IT,low
60.0,95.0,5,205,3,0,0,0,accounting,medium
51.0,86.0,4,260,3,1,0,0,marketing,low
82.0,79.0,3,160,3,0,0,0,sales,medium
10.0,92.0,7,307,4,0,1,0,support,low
56.99999999999999,90.0,5,145,3,0,0,0,accounting,low
44.0,45.0,3,133,2,1,0,0,support,medium
99.0,73.0,4,224,2,0,0,0,support,low
55.00000000000001,88.0,4,252,3,0,0,0,management,low
53.0,59.0,3,231,2,0,0,0,sales,low
42.0,56.00000000000001,2,137,3,0,1,0,marketing,low
55.00000000000001,55.00000000000001,4,191,4,0,0,0,product_mng,low
98.0,96.0,4,253,3,0,0,0,sales,low
99.0,71.0,4,232,3,0,0,0,support,medium
96.0,51.0,5,205,2,1,0,0,sales,medium
52.0,63.0,5,241,3,0,0,0,sales,low
11.0,83.0,6,306,4,0,1,0,support,low
61.0,78.0,4,244,4,0,0,0,RandD,medium
65.0,84.0,4,247,4,0,0,0,accounting,high
87.0,55.00000000000001,3,233,3,0,0,0,technical,medium
72.0,98.0,5,197,4,0,0,0,technical,low
99.0,66.0,3,202,3,0,0,0,sales,medium
96.0,88.0,5,269,2,0,0,0,support,medium
53.0,47.0,6,106,6,0,0,0,management,high
56.99999999999999,67.0,3,138,6,1,0,0,IT,medium
54.0,43.0,3,192,2,0,0,0,support,low
86.0,96.0,5,238,5,0,0,0,technical,low
85.0,56.00000000000001,3,159,3,0,0,0,hr,medium
11.0,96.0,6,301,5,0,1,0,technical,low
88.0,75.0,4,201,2,0,0,0,sales,medium
28.000000000000004,59.0,6,281,3,0,0,0,product_mng,medium
10.0,86.0,6,288,4,0,1,0,sales,medium
99.0,55.00000000000001,3,170,3,0,0,0,marketing,medium
30.0,61.0,3,138,5,0,0,0,sales,medium
45.0,92.0,6,164,4,1,0,0,marketing,low
90.0,57.99999999999999,3,264,3,0,0,0,IT,medium
56.00000000000001,76.0,3,237,3,0,0,0,technical,medium
53.0,80.0,2,225,7,1,0,1,management,high
14.000000000000002,99.0,3,257,4,1,0,0,sales,low
91.0,61.0,4,176,3,0,0,0,sales,low
100.0,89.0,4,152,3,0,0,0,technical,low
91.0,67.0,5,137,3,0,0,0,management,medium
45.0,56.00000000000001,2,154,3,0,1,0,marketing,low
43.0,50.0,2,127,3,1,1,0,sales,medium
78.0,54.0,3,161,3,0,0,0,support,medium
96.0,74.0,5,194,4,1,0,0,sales,medium
44.0,69.0,2,173,2,0,0,0,technical,medium
72.0,53.0,5,240,2,0,0,0,sales,medium
9.0,96.0,7,274,5,0,1,0,marketing,low
96.0,48.0,4,222,3,0,0,0,sales,medium
70.0,74.0,5,263,3,1,0,0,hr,low
76.0,64.0,4,234,2,0,0,0,sales,high
76.0,84.0,5,249,3,0,0,0,support,low
84.0,37.0,5,186,2,0,0,0,technical,medium
41.0,45.0,3,236,2,0,0,0,RandD,medium
18.0,97.0,4,206,3,0,0,0,hr,high
67.0,61.0,3,202,2,0,0,0,technical,medium
53.0,51.0,3,274,2,1,0,0,product_mng,medium
70.0,63.0,3,157,2,0,0,0,RandD,medium
48.0,55.00000000000001,4,262,3,1,0,0,RandD,high
86.0,57.99999999999999,4,211,4,0,0,0,sales,medium
93.0,94.0,4,233,6,0,0,0,IT,medium
40.0,56.00000000000001,2,148,3,0,1,0,technical,medium
56.00000000000001,72.0,4,247,2,0,0,0,sales,medium
89.0,56.00000000000001,3,224,2,0,0,0,support,medium
14.000000000000002,71.0,2,155,3,0,0,0,sales,low
100.0,77.0,5,269,3,0,0,0,sales,low
85.0,79.0,3,157,4,0,0,0,support,medium
55.00000000000001,84.0,4,200,4,0,0,0,IT,low
65.0,98.0,3,136,3,0,0,0,support,low
11.0,89.0,6,268,4,0,1,0,IT,medium
79.0,87.0,4,253,2,0,0,0,technical,medium
53.0,87.0,5,158,3,0,0,0,sales,medium
57.99999999999999,91.0,3,195,10,0,0,0,support,low
64.0,56.99999999999999,3,179,3,0,0,0,support,medium
93.0,73.0,4,153,2,1,0,0,IT,medium
45.0,45.0,2,132,3,0,1,0,marketing,low
97.0,92.0,3,168,3,0,0,0,technical,low
62.0,79.0,4,268,6,0,0,0,sales,medium
84.0,61.0,3,253,2,0,0,0,sales,medium
76.0,77.0,4,169,10,0,0,0,management,medium
64.0,89.0,3,175,3,1,0,0,product_mng,high
65.0,89.0,4,240,3,0,0,0,sales,low
60.0,53.0,5,103,2,0,0,0,sales,low
45.0,48.0,3,145,2,0,0,0,support,medium
84.0,55.00000000000001,5,264,3,0,0,0,technical,medium
91.0,76.0,3,197,3,0,0,0,technical,medium
49.0,85.0,3,250,2,0,0,0,sales,medium
33.0,82.0,5,249,6,0,0,0,product_mng,low
16.0,76.0,5,192,3,0,0,0,technical,medium
52.0,96.0,4,246,3,0,0,0,support,low
44.0,55.00000000000001,2,135,3,0,1,0,support,low
96.0,72.0,4,228,2,0,0,0,accounting,high
75.0,100.0,4,135,4,0,0,0,technical,low
95.0,93.0,3,209,2,0,0,0,technical,low
100.0,81.0,5,243,3,0,0,0,sales,low
48.0,53.0,3,113,4,0,0,0,marketing,medium
93.0,87.0,4,139,8,0,0,0,technical,medium
92.0,54.0,4,217,4,0,0,0,support,low
83.0,67.0,5,132,2,1,0,0,support,medium
76.0,45.0,5,177,6,0,0,0,support,medium
85.0,60.0,4,257,3,0,0,0,technical,medium
50.0,90.0,5,226,2,0,0,0,management,high
74.0,86.0,3,221,2,0,0,0,support,medium
32.0,50.0,2,135,5,0,1,0,sales,low
68.0,40.0,3,213,5,1,0,1,sales,low
10.0,85.0,6,266,4,0,1,0,sales,low
89.0,47.0,4,108,3,0,0,0,technical,low
57.99999999999999,67.0,3,156,2,0,0,0,RandD,low
87.0,56.99999999999999,4,175,2,1,0,0,technical,low
15.0,69.0,6,213,6,0,0,0,sales,low
43.0,46.0,2,129,3,0,1,0,marketing,low
81.0,79.0,5,135,3,0,0,0,technical,low
98.0,63.0,3,285,6,0,0,0,sales,low
92.0,94.0,5,253,2,0,0,0,technical,high
81.0,80.0,4,227,2,1,0,0,sales,low
92.0,91.0,3,202,2,0,0,0,sales,medium
96.0,81.0,4,211,3,0,0,0,sales,high
76.0,98.0,5,217,6,0,1,0,product_mng,medium
77.0,48.0,5,262,7,0,0,0,IT,medium
15.0,42.0,3,98,3,0,0,0,sales,low
44.0,53.0,2,156,3,0,1,0,sales,low
9.0,79.0,6,293,5,0,1,0,sales,low
43.0,51.0,2,128,3,0,1,0,sales,low
91.0,68.0,4,187,2,0,0,0,IT,low
91.0,87.0,3,199,3,0,0,0,sales,medium
90.0,100.0,5,232,5,0,1,0,technical,medium
76.0,79.0,3,111,2,0,0,0,sales,low
10.0,97.0,7,254,4,0,1,0,sales,low
32.0,69.0,5,157,4,0,0,0,accounting,low
43.0,47.0,2,158,3,0,1,0,product_mng,low
19.0,57.99999999999999,5,182,2,0,0,0,technical,medium
82.0,89.0,4,275,3,0,0,0,IT,medium
73.0,53.0,3,205,2,0,0,0,sales,medium
10.0,81.0,6,309,4,0,1,0,technical,low
45.0,54.0,2,138,3,0,1,0,technical,medium
80.0,52.0,3,147,3,1,0,0,technical,medium
98.0,87.0,5,151,6,0,0,0,IT,medium
11.0,94.0,6,276,4,0,1,0,sales,low
56.99999999999999,52.0,4,252,2,0,0,0,marketing,low
97.0,92.0,6,137,8,1,0,0,product_mng,low
42.0,49.0,2,153,3,0,1,0,product_mng,medium
74.0,95.0,5,266,10,0,0,1,management,high
43.0,51.0,2,130,3,0,1,0,IT,low
87.0,98.0,4,248,5,0,1,0,sales,low
82.0,56.00000000000001,2,227,5,1,0,0,management,high
41.0,46.0,2,151,3,0,1,0,product_mng,low
66.0,63.0,3,166,3,0,0,0,IT,high
61.0,67.0,4,151,3,0,0,0,IT,high
11.0,78.0,6,243,4,0,1,0,hr,low
68.0,59.0,3,141,3,0,0,0,product_mng,medium
57.99999999999999,75.0,4,186,2,0,0,0,product_mng,low
39.0,50.0,4,294,3,0,1,0,technical,low
65.0,90.0,6,217,4,1,0,1,RandD,medium
33.0,100.0,2,210,3,1,0,0,sales,medium
79.0,74.0,4,222,2,0,0,0,accounting,medium
71.0,81.0,3,141,3,0,0,0,support,medium
43.0,50.0,2,148,3,0,1,0,support,low
65.0,91.0,3,207,3,0,0,0,sales,low
77.0,57.99999999999999,4,162,2,0,0,0,support,medium
65.0,61.0,5,167,8,0,0,0,sales,low
78.0,94.0,5,271,6,0,1,0,IT,low
48.0,57.99999999999999,3,194,3,0,0,0,technical,medium
9.0,79.0,6,293,5,0,1,0,sales,low
66.0,67.0,3,199,2,0,0,0,technical,low
66.0,60.0,3,210,2,0,0,0,sales,low
65.0,94.0,4,184,7,0,0,0,sales,medium
86.0,97.0,4,258,3,0,0,0,technical,high
77.0,67.0,4,225,4,0,0,0,hr,low
92.0,91.0,4,222,2,0,0,0,support,low
86.0,72.0,4,173,3,0,0,0,technical,low
51.0,53.0,3,237,3,0,0,0,hr,medium
55.00000000000001,60.0,3,180,4,0,1,0,technical,medium
81.0,98.0,5,237,5,0,1,0,IT,medium
45.0,54.0,2,135,3,0,1,0,sales,low
80.0,83.0,2,211,3,0,1,0,support,low
69.0,55.00000000000001,3,188,3,0,0,0,RandD,medium
53.0,56.99999999999999,5,141,3,1,0,0,technical,high
91.0,93.0,5,158,4,0,0,0,sales,medium
9.0,88.0,7,265,4,0,1,0,sales,medium
96.0,66.0,3,155,2,0,0,0,sales,low
75.0,95.0,3,253,3,0,0,0,marketing,medium
50.0,91.0,3,240,2,0,0,0,sales,medium
39.0,45.0,2,134,3,0,1,0,technical,medium
80.0,80.0,4,252,6,0,0,0,hr,medium
23.0,52.0,5,236,4,0,0,0,RandD,low
37.0,55.00000000000001,2,159,3,0,1,0,support,medium
41.0,63.0,2,145,2,0,0,0,product_mng,low
59.0,47.0,5,191,3,0,0,0,RandD,low
79.0,97.0,5,208,4,1,0,0,technical,medium
88.0,50.0,3,142,3,0,0,0,accounting,low
13.0,76.0,5,219,4,0,0,0,technical,low
10.0,95.0,7,301,4,0,1,0,marketing,low
50.0,97.0,4,269,3,0,0,0,sales,low
96.0,98.0,5,248,3,0,0,0,product_mng,low
91.0,52.0,3,256,2,0,0,0,support,high
75.0,89.0,6,250,2,0,0,0,marketing,medium
72.0,100.0,2,240,2,0,1,0,RandD,low
99.0,95.0,4,102,5,0,0,0,IT,low
66.0,68.0,3,202,3,0,0,0,technical,low
78.0,60.0,4,206,3,0,0,0,sales,medium
90.0,57.99999999999999,3,244,8,0,0,0,sales,low
25.0,82.0,3,269,5,0,0,0,sales,low
82.0,84.0,3,194,3,0,0,0,product_mng,low
55.00000000000001,55.00000000000001,3,197,3,0,0,0,support,high
73.0,51.0,4,249,5,0,0,0,IT,medium
67.0,55.00000000000001,3,137,3,0,0,0,hr,medium
46.0,49.0,2,138,3,0,1,0,support,low
81.0,93.0,5,270,5,0,1,0,technical,medium
68.0,78.0,3,264,3,0,0,0,hr,low
48.0,71.0,2,140,3,1,0,0,support,low
62.0,89.0,4,261,2,0,0,0,technical,medium
36.0,72.0,3,179,3,0,0,0,support,high
83.0,82.0,3,134,3,0,0,0,accounting,low
29.0,40.0,6,205,3,0,0,0,technical,medium
84.0,57.99999999999999,3,140,3,0,0,0,accounting,medium
56.00000000000001,48.0,5,192,2,1,0,0,technical,medium
10.0,84.0,7,250,4,0,1,0,product_mng,low
66.0,66.0,3,225,3,0,0,0,technical,low
55.00000000000001,60.0,3,145,4,0,0,0,accounting,low
77.0,49.0,4,217,2,0,0,0,support,medium
74.0,96.0,4,231,5,0,1,0,technical,low
66.0,62.0,4,241,3,0,0,0,sales,medium
11.0,89.0,7,257,4,0,1,0,technical,low
49.0,49.0,2,245,3,0,0,0,product_mng,low
54.0,71.0,2,194,2,0,0,0,support,low
37.0,46.0,2,149,3,0,1,0,marketing,high
74.0,74.0,5,175,3,0,0,0,sales,low
69.0,66.0,3,215,6,0,0,0,sales,high
85.0,78.0,4,251,3,0,0,0,sales,medium
78.0,68.0,4,174,3,1,0,0,RandD,low
37.0,74.0,5,117,3,0,0,0,product_mng,medium
70.0,54.0,4,150,4,0,0,0,technical,low
61.0,100.0,4,133,4,0,0,0,sales,low
76.0,99.0,3,164,2,0,0,0,support,medium
43.0,53.0,2,146,3,0,1,0,marketing,low
89.0,57.99999999999999,3,272,2,0,0,0,support,low
53.0,53.0,4,257,2,0,0,0,management,high
87.0,80.0,4,197,3,0,0,0,sales,low
67.0,50.0,4,173,2,1,0,0,support,high
84.0,97.0,5,251,5,0,1,0,support,medium
54.0,52.0,3,115,3,0,0,0,accounting,low
70.0,85.0,3,161,2,0,0,0,technical,medium
66.0,90.0,4,177,7,0,0,0,sales,low
97.0,86.0,3,187,2,0,0,0,sales,low
78.0,87.0,5,243,5,0,1,0,technical,low
56.99999999999999,50.0,5,149,5,1,0,0,RandD,medium
38.0,52.0,2,154,3,0,1,0,sales,medium
73.0,62.0,4,247,4,0,0,0,sales,low
74.0,97.0,4,228,5,0,1,0,hr,low
54.0,75.0,4,249,4,0,0,0,support,medium
41.0,48.0,2,130,3,0,1,0,support,high
100.0,93.0,3,264,4,0,0,0,support,medium
69.0,99.0,3,133,3,0,0,0,support,low
91.0,92.0,4,246,5,0,1,0,sales,low
37.0,47.0,2,141,3,0,1,0,technical,medium
96.0,83.0,3,234,3,0,0,0,sales,low
10.0,68.0,3,179,3,0,1,0,IT,medium
85.0,49.0,4,142,3,0,0,0,support,medium
38.0,45.0,2,156,3,0,1,0,sales,medium
87.0,84.0,4,237,3,1,0,0,sales,medium
24.0,73.0,4,273,5,0,0,0,support,low
70.0,48.0,4,238,3,0,0,0,IT,medium
84.0,59.0,4,216,2,0,0,0,support,low
87.0,57.99999999999999,4,259,3,0,0,0,marketing,low
11.0,80.0,6,256,4,0,1,0,IT,low
42.0,46.0,2,135,3,0,1,0,technical,low
84.0,79.0,4,258,4,0,0,0,support,low
30.0,53.0,3,210,6,0,0,0,marketing,medium
97.0,63.0,3,270,4,1,0,0,technical,high
63.0,56.99999999999999,5,160,2,0,0,0,technical,low
75.0,99.0,2,237,5,1,0,0,product_mng,low
75.0,99.0,5,189,3,0,0,0,support,low
24.0,96.0,3,174,6,0,0,0,support,low
51.0,62.0,4,185,3,0,0,0,management,low
54.0,97.0,4,258,3,0,0,0,support,low
76.0,51.0,4,281,3,0,0,0,IT,low
98.0,67.0,3,190,10,0,0,0,IT,medium
99.0,59.0,5,263,3,0,0,0,sales,high
19.0,99.0,3,154,2,0,0,0,sales,high
69.0,56.99999999999999,5,227,2,0,0,0,support,low
78.0,40.0,4,145,5,1,0,1,sales,medium
49.0,91.0,4,134,4,0,0,0,accounting,low
93.0,59.0,3,273,2,1,0,0,sales,medium
61.0,94.0,3,224,4,0,0,0,technical,medium
50.0,49.0,5,256,3,0,0,0,sales,medium
42.0,50.0,2,139,3,0,1,0,hr,medium
88.0,100.0,4,259,5,0,1,0,sales,medium
80.0,90.0,5,265,3,0,0,0,accounting,medium
95.0,87.0,3,201,3,0,0,0,support,low
66.0,67.0,2,255,3,0,1,0,technical,low
75.0,76.0,3,269,2,1,0,0,technical,medium
83.0,100.0,5,224,5,0,1,0,technical,low
86.0,90.0,5,180,4,0,0,0,product_mng,medium
51.0,49.0,4,182,2,0,0,0,sales,medium
60.0,66.0,5,143,2,0,0,0,technical,low
55.00000000000001,63.0,4,218,2,0,0,0,management,medium
43.0,52.0,2,141,3,0,1,0,technical,medium
33.0,45.0,6,239,3,0,0,0,sales,low
15.0,51.0,6,248,5,0,0,0,support,low
55.00000000000001,49.0,2,180,5,1,0,0,technical,low
62.0,78.0,4,261,2,0,0,0,marketing,low
44.0,67.0,5,170,3,1,0,0,marketing,medium
16.0,96.0,6,211,6,1,0,0,RandD,low
93.0,70.0,5,231,7,0,0,1,sales,high
14.000000000000002,88.0,3,162,4,0,0,0,marketing,medium
66.0,56.00000000000001,4,141,4,0,0,0,support,medium
77.0,99.0,5,228,5,0,1,0,support,low
39.0,54.0,2,131,3,0,1,0,marketing,low
74.0,87.0,5,242,5,0,1,0,support,medium
73.0,98.0,5,272,2,0,0,0,marketing,low
44.0,90.0,4,117,3,0,0,0,sales,medium
60.0,42.0,2,109,6,0,0,0,sales,low
90.0,64.0,4,139,3,1,0,0,management,medium
48.0,51.0,3,201,2,1,0,0,support,low
67.0,71.0,5,265,2,0,0,1,sales,medium
10.0,97.0,6,254,5,0,1,0,sales,medium
15.0,89.0,3,219,6,0,0,0,marketing,low
79.0,67.0,5,222,4,0,0,0,technical,low
10.0,83.0,6,283,5,0,1,0,support,medium
64.0,51.0,4,247,2,1,0,0,support,low
15.0,76.0,4,255,6,0,0,0,accounting,low
98.0,74.0,3,164,3,0,0,0,sales,medium
85.0,99.0,6,153,6,0,0,0,technical,medium
29.0,56.99999999999999,5,149,3,0,0,0,sales,low
69.0,74.0,5,227,2,0,0,0,technical,medium
79.0,56.99999999999999,4,233,2,0,0,0,product_mng,low
55.00000000000001,99.0,4,248,3,0,0,0,IT,low
66.0,76.0,3,170,3,0,0,0,technical,low
75.0,97.0,5,243,6,0,1,0,technical,medium
46.0,55.00000000000001,3,139,2,0,0,0,sales,medium
85.0,96.0,2,260,3,0,0,0,support,medium
51.0,54.0,4,166,4,1,0,0,sales,low
50.0,49.0,4,236,3,0,0,0,technical,medium
29.0,38.0,5,191,5,0,0,0,management,medium
56.99999999999999,81.0,4,200,3,1,0,0,IT,medium
100.0,73.0,5,189,3,1,0,0,product_mng,low
59.0,90.0,4,173,3,0,0,0,support,medium
43.0,48.0,2,149,3,0,1,0,support,medium
88.0,77.0,4,168,4,0,0,0,support,medium
50.0,89.0,5,222,3,0,0,0,sales,low
89.0,91.0,3,233,2,0,0,0,IT,medium
54.0,74.0,4,164,2,0,1,0,sales,low
70.0,67.0,4,181,3,0,0,0,accounting,medium
66.0,81.0,3,174,3,0,0,0,technical,low
39.0,54.0,2,127,3,0,1,0,IT,low
54.0,75.0,3,260,2,0,0,0,technical,low
57.99999999999999,67.0,5,265,3,0,0,0,support,medium
10.0,77.0,7,250,5,0,1,0,RandD,medium
85.0,87.0,6,232,5,0,0,0,management,high
60.0,76.0,5,168,2,1,0,0,accounting,high
49.0,93.0,3,226,3,0,0,0,sales,low
82.0,89.0,4,239,2,0,0,0,product_mng,medium
14.000000000000002,56.99999999999999,6,275,5,0,0,0,sales,low
41.0,56.99999999999999,2,136,3,0,1,0,support,low
43.0,50.0,2,148,3,0,1,0,support,low
66.0,76.0,3,155,4,1,0,0,product_mng,low
85.0,100.0,5,244,2,0,0,0,product_mng,medium
87.0,82.0,5,138,3,1,0,0,management,low
37.0,45.0,2,151,3,0,1,0,support,low
74.0,92.0,4,261,5,0,1,0,technical,medium
87.0,97.0,5,250,6,0,1,0,support,low
84.0,51.0,4,173,2,0,0,0,technical,low
41.0,49.0,2,130,3,0,1,0,marketing,low
80.0,78.0,3,251,3,0,0,0,sales,high
83.0,95.0,5,258,5,0,1,0,technical,low
90.0,67.0,3,165,2,0,0,0,IT,high
72.0,86.0,3,231,3,1,0,0,sales,medium
66.0,98.0,4,225,2,1,0,0,hr,medium
62.0,86.0,4,135,3,0,0,0,technical,low
43.0,86.0,5,125,3,1,0,0,sales,low
81.0,50.0,3,198,3,0,0,0,sales,low
93.0,96.0,5,135,3,1,0,0,sales,low
12.0,73.0,6,166,3,0,0,0,IT,low
74.0,78.0,5,216,2,0,0,0,sales,low
22.0,86.0,4,293,3,0,1,0,marketing,low
18.0,81.0,4,147,4,0,0,0,marketing,low
64.0,50.0,3,238,4,0,0,0,technical,low
82.0,97.0,3,160,2,0,0,0,hr,medium
80.0,90.0,4,136,3,0,0,0,technical,low
56.99999999999999,46.0,2,100,6,1,0,1,marketing,medium
93.0,61.0,5,158,3,0,0,0,management,medium
76.0,42.0,3,217,2,0,0,0,sales,low
90.0,56.99999999999999,4,185,3,1,0,0,technical,medium
79.0,73.0,2,147,2,0,0,0,technical,medium
75.0,69.0,2,257,2,1,0,0,product_mng,low
52.0,70.0,4,247,5,0,0,0,IT,medium
36.0,52.0,2,146,3,0,1,0,sales,medium
56.00000000000001,99.0,4,270,2,0,0,0,product_mng,low
10.0,90.0,7,290,4,0,1,0,sales,low
